Make,Model,Model Year,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Clear,Snow,Cloudy,Fog/Smoke,Rain,Severe Wind,Injuries,Passengers Belted
Cruise,AV,2022,July 2023,01:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,19:50,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,06:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,July 2023,06:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,July 2023,19:50,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,23:08,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,July 2023,23:08,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,July 2023,15:08,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,15:08,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,21:39,Tempe,AZ ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,21:39,Tempe,AZ ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,07:50,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,21:19,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,June 2023,17:06,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,15:44,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,June 2023,12:35,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2023,June 2023,21:04,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,June 2023,23:08,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,June 2023,00:50,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,June 2023,23:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2022,June 2023,22:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,June 2023,09:36,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Daylight,0,0,1,0,0,0,1,0
Hyundai,Ioniq 5,2021,June 2023,21:42,Las Vegas,NV ,Intersection,Dry,Traffic Incident,15.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,July 2023,18:13,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Hyundai,IONIQ 5,2021,June 2023,21:42,Las Vegas,NV ,Intersection,Dry,Traffic Incident,15.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,June 2023,21:04,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,June 2023,23:08,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,June 2023,00:50,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,June 2023,23:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2022,June 2023,22:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,June 2023,09:36,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Daylight,0,0,1,0,0,0,0,0
Hyundai,Ioniq 5,2020,June 2023,21:42,Las Vegas,NV ,Intersection,Dry,Traffic Incident,15.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,July 2023,22:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,22:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,July 2023,15:08,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,15:08,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Lucid,Air Touring,2023,June 2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,0,0,1,0,0,0,1,1
Jaguar,I-Pace,2021,June 2023,23:18,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,June 2023,23:18,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,June 2023,23:18,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,June 2023,20:58,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,June 2023,20:58,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,June 2023,22:37,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,June 2023,22:37,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Lucid,Air Touring,2023,June 2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,0,0,1,0,0,0,1,1
Cruise,AV,2022,June 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,1,0
Cruise,AV,2022,June 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,1,0
Jaguar,I-Pace,2021,May 2023,10:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,23:30,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,21:29,Mesa,AZ ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,1,0,0,0,0,0,0,1
Lucid,Air Touring,2023,June 2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,0,0,1,0,0,0,1,1
Jaguar,I-Pace,2021,May 2023,10:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,09:42,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,May 2023,23:30,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,20:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Dark - Lighted,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,May 2023,21:29,Mesa,AZ ,Highway / Freeway,Dry,Traffic Incident,65.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,13:37,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
NISSAN,LEAF,2019,June 2023,14:06,san jose,CA ,Street,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,May 2023,00:14,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,May 2023,23:12,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,May 2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,03:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,00:14,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,May 2023,23:12,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,May 2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,00:35,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,03:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Hyundai,Kona EV,2021,June 2023,11:39,Fremont,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,January 2023,15:00,Las Vegas,NV ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,May 2023,11:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Toyota,Highlander,2016,May 2023,10:52,Paradise,NV ,Street,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-PACE,2021,June 2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,1,0,0,0,0,0,1,1
Lucid,Air Touring,2023,June 2023,14:59,Foster,RI ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,0,0,1,0,0,0,1,1
Cruise,AV,2022,June 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,1,0
Cruise,AV,2022,June 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,1,0
Cruise,AV,2020,June 2023,04:31,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-PACE,2021,June 2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2020,June 2023,04:31,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-PACE,2021,June 2023,13:17,Phoenix,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2022,May 2023,21:24,San Drancisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Toyota,Sienna,2021,May 2023,16:40,Grand Rapids,MN ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2022,May 2023,21:24,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,May 2023,17:54,Phoenix,AZ ,Parking Lot,Dry,"Other, see Narrative",15.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,May 2023,17:34,Phoenix,AZ ,Parking Lot,Dry,"Other, see Narrative",15.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,15:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-PACE,2021,April 2023,22:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-PACE,2021,April 2023,17:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2020,April 2023,14:58,Mesa,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,0,1
Nissan,Leaf,2023,May 2023,11:41,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-PACE,2021,April 2023,13:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-PACE,2021,April 2023,17:29,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-PACE,2021,April 2023,08:02,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Chrysler,Pacifica,2017,April 2023,15:43,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-PACE,2021,April 2023,17:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-PACE,2021,April 2023,22:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,1
Hyundai,Santa Fe,2023,April 2023,15:45,Gahanna,OH ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2022,April 2023,21:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,20:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,23:35,San Francisco,CA ,Intersection,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,00:35,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2020,April 2023,14:58,Mesa,AZ ,Street,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2022,April 2023,21:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,20:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,23:35,San Francisco,CA ,Intersection,Dry,"Other, see Narrative",25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,00:35,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,May 2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,May 2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,May 2023,15:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,May 2023,09:32,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,May 2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,May 2023,10:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2022,May 2023,02:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,1,1
Lexus,RX450h,2020,April 2023,16:16,Ann Arbor,MI ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Hyundai,Santa Fe,2023,April 2023,15:45,Gahanna,OH ,Highway / Freeway,Dry,No Unusual Conditions,,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,June 2022,13:15,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Toyota,Highlander,2016,June 2022,10:45,San Mateo,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2022,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,Highlander,2016,February 2022,08:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,May 2022,13:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,July 2022,14:30,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2019,August 2022,17:21,Menlo Park,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,1,1
Toyota,Highlander,2016,February 2023,14:28,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,February 2023,13:27,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,February 2023,18:06,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,April 2023,11:19,San Francisco,CA ,Intersection,Dry,Work Zone,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,April 2023,04:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,04:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,April 2023,10:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,13:35,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,10:43,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,1
Jaguar,I-Pace,2021,March 2023,02:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,19:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,March 2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,02:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,1
Jaguar,I-Pace,2021,March 2023,19:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,March 2023,13:35,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,10:43,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,0,0,1,0,0,0,0,1
Nissan,Leaf SV Plus,2023,December 2022,16:31,Las Vegas,NV ,Intersection,Dry,No Unusual Conditions,30.0,Dawn / Dusk,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,17:10,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,02:19,San Bruno,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,21:28,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,1
Jaguar,I-Pace,2021,March 2023,20:26,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,March 2023,12:03,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,April 2023,10:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,April 2023,10:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Peterbilt,579,2022,March 2023,08:01,Weatherford,TX ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2023,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,April 2023,03:15,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Peterbilt,579m,2022,March 2023,08:01,Weatherford,TX ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2023,March 2023,03:20,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Cruise,AV,2023,March 2023,23:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,March 2023,23:51,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,March 2023,04:23,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,March 2023,21:49,San Francisco,CA ,Street,Wet,"Other, see Narrative",25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Toyota,Highlander,2016,March 2023,14:40,Paradise,NV ,Intersection,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,March 2023,23:30,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,March 2023,03:20,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Cruise,AV,2023,March 2023,21:49,San Francisco,CA ,Street,Wet,"Other, see Narrative",25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Cruise,AV,2023,March 2023,23:51,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,March 2023,04:23,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,111324,2016,March 2023,14:40,Paradise,NV ,Intersection,Dry,No Unusual Conditions,45.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2016,March 2023,22:45,Paradise,NV ,Street,Dry,No Unusual Conditions,25.0,Dark - Unknown Lighting,1,0,0,0,0,0,0,1
